episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,execution_time
1181,90,100,245.00037,1,2,90,0.01,99,34.59,5.93,0.21
1182,84,100,245.22714,1,0,84,0.01,99,25.63,10.58,0.2
1183,100,100,245.456245,1,3,100,0,100,55.98,14.14,0.21
1184,98,100,245.680989,1,0,98,0,100,40.66,13.78,0.21
1185,98,100,245.905622,1,1,98,0.01,99,27.89,7.76,0.21
1186,84,100,246.129861,1,3,84,0,100,48.09,9.25,0.21
1187,60,100,246.352931,1,3,60,0,100,62.56,1.39,0.21
1188,96,100,246.568137,1,2,96,0.02,98,77.27,11.96,0.21
1189,82,100,246.78525,1,3,82,0.01,99,58.8,10.48,0.2
1190,88,100,247.00794,1,3,88,0,100,47.42,12.88,0.2
1191,86,100,247.237834,1,1,86,0,100,49.83,9.54,0.21
1192,90,100,247.467964,1,0,90,0.01,99,65.27,5.45,0.22
1193,100,100,247.68925,1,3,100,0,100,49.75,15.44,0.22
1194,86,100,247.922157,1,0,86,0,100,44.19,4.59,0.21
1195,90,100,248.150791,1,0,90,0,100,63.89,14.2,0.22
1196,86,100,248.368251,1,3,86,0.01,99,44.74,5.93,0.21
1197,82,100,248.610635,1,1,82,0,100,68.35,9.6,0.2
1198,56,100,248.829664,1,2,56,0.04,96,79.94,2.69,0.23
1199,100,100,249.055411,1,1,100,0,100,36.33,16,0.2
1200,92,100,249.284616,1,2,92,0.01,99,65.06,12.25,0.21
1201,100,100,249.520311,1,1,100,0,100,65.14,7.8,0.21
1202,58,100,249.740364,1,1,58,0.01,99,93.31,2.04,0.22
1203,88,100,249.974397,1,2,88,0,100,83.99,8.63,0.21
1204,100,100,250.197707,1,3,100,0,100,69.58,10.4,0.22
1205,90,100,250.418802,1,2,90,0,100,70.45,9.4,0.21
1206,84,100,250.639889,1,3,84,0,100,61.07,7.64,0.21
1207,98,100,250.860771,1,0,98,0.01,99,39.64,14.06,0.21
1208,100,100,251.095234,1,1,100,0,100,48.93,15.64,0.21
1209,96,100,251.317853,1,3,96,0.01,99,53.05,7.05,0.22
1210,96,100,251.54644,1,2,96,0.01,99,58.89,11.69,0.21
1211,100,100,251.764162,1,3,100,0,100,47.55,9.52,0.21
1212,94,100,251.989813,1,3,94,0.01,99,43.43,10.5,0.2
1213,84,100,252.215463,1,3,84,0,100,38.54,3.13,0.21
1214,56,100,252.441442,1,1,56,0.01,99,53.98,3.27,0.21
1215,56,100,252.668328,1,0,56,0.02,98,56.14,1.63,0.21
1216,98,100,252.887809,1,0,98,0.01,99,47.19,12.28,0.21
1217,80,100,253.113023,1,3,80,0.03,97,80.9,10.52,0.21
1218,96,100,253.338331,1,3,96,0.02,98,51.13,12.59,0.21
1219,100,100,253.563735,1,3,100,0,100,98.66,10.82,0.21
1220,80,100,253.786359,1,0,80,0,100,50.95,4.36,0.21
1221,94,100,254.007756,1,1,94,0,100,34.96,11.54,0.21
1222,92,100,254.239736,-1,3,92,0.01,99,83.24,8.77,0.21
1223,92,100,254.465383,1,3,92,0,100,42.35,9.36,0.21
1224,94,100,254.68643,1,0,94,0,100,48.03,9.38,0.21
1225,92,100,254.909773,1,3,92,0,100,42.87,11.58,0.21
1226,72,100,255.134417,1,1,72,0.04,96,40.27,5.03,0.21
1227,74,100,255.366761,1,3,74,0.01,99,53.23,4.51,0.21
1228,86,100,255.590321,1,2,86,0.02,98,80.42,9.57,0.22
1229,98,100,255.808904,1,0,98,0.01,99,43.15,10.51,0.21
1230,82,100,256.030596,1,3,82,0.02,98,67.95,8.79,0.2
1231,82,100,256.25248,1,3,82,0.02,98,31.19,5.52,0.21
1232,90,100,256.476445,1,3,90,0.01,99,53.73,9.2,0.21
1233,88,100,256.706007,1,3,88,0.01,99,51.08,4.78,0.21
1234,86,100,256.926499,1,0,86,0.01,99,58.86,7.93,0.21
1235,90,100,257.152746,1,1,90,0.03,97,42.46,6.08,0.21
1236,92,100,257.36978,1,1,92,0.03,97,42.11,10.24,0.21
1237,98,100,257.59609,1,3,98,0.01,99,62.42,12.57,0.2
1238,94,100,257.815066,1,3,94,0,100,39.9,6.04,0.21
1239,74,100,258.045715,1,2,74,0,100,71.45,8.81,0.2
1240,84,100,258.26585,1,2,84,0.02,98,62.45,11.14,0.22
1241,90,100,258.492568,1,0,90,0,100,30.84,5.16,0.21
1242,100,100,258.709564,1,3,100,0,100,71.68,10.16,0.21
1243,98,100,258.929797,1,1,98,0.01,99,38.56,12.59,0.2
1244,66,100,259.155303,1,3,66,0,100,55.67,4.37,0.21
1245,80,100,259.389199,1,1,80,0.01,99,72.16,5.23,0.21
1246,82,100,259.628862,1,1,82,0.01,99,38.35,2.48,0.22
1247,78,100,259.856117,1,3,78,0,100,70.77,2.41,0.23
1248,80,100,260.075337,1,0,80,0,100,64.85,9.4,0.21
1249,82,100,260.299486,1,2,82,0.03,97,44.02,11.25,0.2
1250,80,100,260.520163,1,0,80,0.02,98,61.63,10.13,0.21
1251,88,100,260.750975,1,2,88,0.01,99,47.71,8.85,0.21
1252,98,100,260.970442,1,3,98,0.01,99,38.89,13.29,0.22
1253,60,100,261.1908,1,1,60,0.02,98,56.86,2.82,0.2
1254,94,100,261.413053,1,2,94,0,100,62.8,6.81,0.21
1255,46,100,261.66392,1,3,46,0.02,98,100.88,1,0.2
1256,94,100,261.880771,1,1,94,0.01,99,67.65,8.56,0.23
1257,88,100,262.110479,1,0,88,0.03,97,93.37,11.86,0.2
1258,100,100,262.338404,1,1,100,0,100,55.79,13.44,0.22
1259,92,100,262.558509,1,1,92,0.01,99,61.79,9,0.21
1260,78,100,262.775717,1,2,78,0.02,98,59.07,3.12,0.21
1261,96,100,262.995914,1,2,96,0.02,98,31.35,12.04,0.2
1262,48,100,263.22386,-1,0,48,0.01,99,69.41,2.46,0.21
1263,80,100,263.4584,1,3,80,0.01,99,44.83,6.69,0.21
1264,96,100,263.687597,1,2,96,0.01,99,47.85,7.21,0.22
1265,72,100,263.912423,1,1,72,0.02,98,68.48,2.8,0.21
1266,82,100,264.141348,1,2,82,0.01,99,44.12,10.42,0.21
1267,62,100,264.370568,1,3,62,0.02,98,85.73,2.44,0.21
1268,92,100,264.592831,1,2,92,0.02,98,49.62,7.21,0.22
1269,74,100,264.822982,1,1,74,0,100,81,2.6,0.21
1270,50,100,265.074491,-1,3,50,0,100,94.37,1,0.21
1271,94,100,265.293667,1,2,94,0,100,55.43,7.14,0.24
1272,98,100,265.526572,1,3,98,0,100,71.7,4.79,0.2
1273,94,100,265.74589,1,1,94,0.02,98,52.56,8.35,0.22
1274,86,100,265.967716,1,0,86,0.02,98,30.24,5.39,0.21
1275,80,100,266.191785,1,3,80,0.01,99,41.77,3.93,0.21
1276,96,100,266.426732,1,3,96,0.02,98,84.47,13.81,0.21
1277,52,100,266.646408,1,1,52,0.01,99,69.32,3.22,0.22
1278,94,100,266.868788,1,1,94,0.02,98,40.19,13.59,0.21
1279,92,100,267.094341,1,2,92,0,100,74.57,9.04,0.21
1280,96,100,267.31824,1,3,96,0,100,86.15,11.42,0.21
1281,72,100,267.548917,1,0,72,0,100,42.15,10.39,0.21
1282,98,100,267.771695,1,3,98,0,100,56.69,12.13,0.22
1283,76,100,268.003306,1,1,76,0.02,98,39.37,9.33,0.21
1284,86,100,268.236904,1,0,86,0.05,95,92.05,5.51,0.22
1285,88,100,268.46887,1,2,88,0.02,98,69.97,8.55,0.22
1286,82,100,268.686216,1,1,82,0.01,99,38.76,11.65,0.22
1287,96,100,268.914722,1,3,96,0,100,65.67,10.09,0.2
1288,94,100,269.13428,1,1,94,0,100,58.56,5.73,0.21
1289,98,100,269.351927,1,0,98,0.01,99,42.61,13.99,0.21
1290,90,100,269.606303,1,1,90,0,100,93.68,5.25,0.2
1291,94,100,269.827669,1,3,94,0.01,99,74.08,5.57,0.24
1292,80,100,270.051354,1,3,80,0.04,96,34.72,3.21,0.21
1293,96,100,270.277513,1,2,96,0,100,62.29,5.88,0.21
1294,90,100,270.503439,1,1,90,0,100,35.59,12.5,0.21
1295,96,100,270.719857,1,3,96,0,100,60.23,6.5,0.21
1296,76,100,270.959428,1,3,76,0.03,97,138.17,2.73,0.2
1297,72,100,271.177401,1,0,72,0.02,98,42.76,4.62,0.23
1298,92,100,271.396329,1,1,92,0.01,99,74.81,5.75,0.2
1299,96,100,271.624356,1,1,96,0.02,98,57.98,13.53,0.2
1300,96,100,271.841444,1,1,96,0,100,65.49,9.71,0.21
1301,92,100,272.067231,1,1,92,0.01,99,89.35,9.11,0.2
1302,86,100,272.283169,1,0,86,0,100,56.92,9.14,0.21
1303,74,100,272.506252,1,2,74,0.01,99,77.88,5.24,0.2
1304,76,100,272.729506,1,0,76,0,100,27.54,8.98,0.21
1305,84,100,272.958441,1,1,84,0,100,63.44,6.79,0.21
1306,90,100,273.181016,1,3,90,0.01,99,56.77,8.8,0.22
1307,96,100,273.403007,1,3,96,0.01,99,46.69,6.01,0.21
1308,84,100,273.658203,1,3,84,0.06,94,217.64,5.99,0.21
1309,92,100,273.883189,1,3,92,0.01,99,90.76,3.66,0.24
1310,94,100,274.108538,1,2,94,0,100,65.86,10.72,0.21
1311,42,100,274.36696,1,0,42,0.15,85,196.72,1.52,0.21
1312,80,100,274.595613,1,1,80,0.03,97,60.82,4.01,0.24
1313,98,100,274.816155,1,0,98,0,100,55.35,15.55,0.21
1314,90,100,275.045083,1,3,90,0.03,97,35.24,3.56,0.21
1315,76,100,275.257683,1,1,76,0.02,98,43.68,4.86,0.21
1316,78,100,275.483316,1,2,78,0.02,98,50.61,4.59,0.2
1317,90,100,275.725835,1,2,90,0.03,97,101.7,5.67,0.21
1318,92,100,275.950724,1,2,92,0,100,56.04,12.62,0.22
1319,96,100,276.183228,1,1,96,0,100,29.35,11.36,0.21
1320,80,100,276.404772,-1,4,80,0.02,98,35.25,9.71,0.21
1321,84,100,276.6341,-1,1,84,0.02,98,13.15,5.68,0.21
1322,44,100,276.875068,1,1,44,0.02,98,33.37,1.41,0.21
1323,92,100,277.112857,1,2,92,0.01,99,32.75,11.44,0.23
1324,100,100,277.33925,1,0,100,0,100,61.64,10.44,0.22
1325,80,100,277.559655,1,2,80,0.01,99,50.04,4.02,0.21
1326,76,100,277.831,1,3,76,0.1,90,111.91,6.1,0.2
1327,92,100,278.074214,1,0,92,0.01,99,107.74,10.61,0.25
1328,94,100,278.308141,1,2,94,0,100,35.21,9.26,0.23
1329,94,100,278.538772,1,2,94,0,100,25.14,5.76,0.21
1330,76,100,278.772886,1,2,76,0.01,99,38.93,5.24,0.21
1331,92,100,279.001136,1,3,92,0.01,99,53.49,9.33,0.22
1332,76,100,279.271394,1,4,76,0.06,94,206.43,2.49,0.21
1333,94,100,279.491005,1,0,94,0.03,97,50.95,15.88,0.25
1334,82,100,279.741548,1,0,82,0.01,99,37.39,10.02,0.2
1335,96,100,279.969495,1,0,96,0.01,99,118.32,9.7,0.23
1336,94,100,280.191955,1,2,94,0.02,98,53.43,13.8,0.21
1337,100,100,280.41028,1,3,100,0,100,61.23,14.08,0.21
1338,100,100,280.632394,1,2,100,0,100,58.6,13.28,0.2
1339,100,100,280.862595,1,0,100,0,100,35.05,14.64,0.2
1340,98,100,281.086845,1,2,98,0.01,99,43.95,9.7,0.21
1341,94,100,281.310723,1,1,94,0,100,56.12,6.21,0.21
1342,88,100,281.535686,1,2,88,0.02,98,73.57,9.39,0.21
1343,96,100,281.761504,1,2,96,0.01,99,13.46,12.42,0.21
1344,98,100,281.984639,1,2,98,0.01,99,46.16,16,0.21
1345,90,100,282.210336,1,2,90,0.03,97,46.11,8.98,0.21
1346,74,100,282.440498,1,3,74,0.03,97,46.83,3.41,0.21
1347,90,100,282.669021,1,1,90,0,100,81.52,9.38,0.21
1348,70,100,282.919437,1,2,70,0.03,97,151.15,3.52,0.21
1349,88,100,283.142285,1,3,88,0.01,99,73.31,12.18,0.23
1350,74,100,283.375153,1,2,74,0.01,99,50.21,2.67,0.21
1351,86,100,283.610754,1,0,86,0,100,47.15,9.56,0.22
1352,86,100,283.839928,1,0,86,0.01,99,46.53,4.82,0.22
1353,100,100,284.06533,1,1,100,0,100,66.19,16,0.21
1354,90,100,284.291725,1,0,90,0.03,97,44,12.03,0.21
1355,70,100,284.510321,1,3,70,0.02,98,53.77,3.39,0.21
1356,62,100,284.732611,1,1,62,0.03,97,78.23,4.03,0.2
1357,100,100,284.965104,1,1,100,0,100,50.3,10.25,0.2
1358,94,100,285.196874,1,3,94,0.01,99,29.35,10.15,0.21
1359,98,100,285.423147,1,2,98,0.01,99,29.66,10.67,0.21
1360,96,100,285.644208,1,0,96,0,100,47.67,8.72,0.21
1361,84,100,285.873453,1,2,84,0.02,98,44.17,9.27,0.21
1362,58,100,286.09151,1,0,58,0.01,99,53.81,1.86,0.21
1363,94,100,286.316566,1,0,94,0,100,39.54,10.44,0.2
1364,78,100,286.547808,1,1,78,0.02,98,67.39,9.41,0.21
1365,90,100,286.778571,1,1,90,0.01,99,33.85,5.43,0.21
1366,86,100,287.004581,1,1,86,0,100,42.23,7.04,0.21
1367,62,100,287.24517,1,0,62,0.04,96,96.91,2.41,0.21
1368,82,100,287.469844,1,2,82,0.01,99,39.45,9.15,0.23
1369,100,100,287.69333,1,3,100,0,100,50.72,14.48,0.21
1370,50,100,287.934579,-1,1,50,0.01,99,65.21,1.32,0.21
1371,82,100,288.153228,1,3,82,0,100,73.94,7.84,0.23
1372,70,100,288.371449,1,2,70,0.03,97,46.59,3.02,0.2
1373,86,100,288.597749,1,3,86,0.01,99,41.89,4.27,0.2
1374,98,100,288.817655,1,2,98,0.01,99,50.62,8,0.21
1375,78,100,289.040323,-1,3,78,0.02,98,50.28,10.29,0.2
1376,86,100,289.306357,1,4,86,0.07,93,246.12,5.76,0.21
1377,86,100,289.522565,1,0,86,0.02,98,36.55,6.78,0.25
1378,78,100,289.74736,1,0,78,0.02,98,61.87,5.18,0.2
1379,90,100,289.981741,1,1,90,0.02,98,23.11,10.45,0.21
1380,60,100,290.220582,-1,3,60,0.02,98,89.58,3.95,0.22
1381,100,100,290.440579,1,2,100,0,100,98.49,13.94,0.22
1382,78,100,290.663764,1,3,78,0.03,97,62.7,4.34,0.21
1383,98,100,290.886745,1,2,98,0.01,99,55.6,10.23,0.21
1384,92,100,291.127954,1,1,92,0.03,97,105.64,10.69,0.21
1385,94,100,291.348884,1,3,94,0,100,58.04,13.9,0.22
1386,94,100,291.574056,1,0,94,0.01,99,55.3,9.23,0.2
1387,94,100,291.797652,1,2,94,0.01,99,65.34,11.96,0.21
1388,88,100,292.030175,1,2,88,0.02,98,58.52,3.11,0.21
1389,92,100,292.289325,1,3,92,0,100,66.35,4.96,0.22
1390,94,100,292.513612,1,0,94,0,100,71.44,8.1,0.23
1391,94,100,292.738184,1,0,94,0,100,63.58,9.7,0.21
1392,80,100,292.973349,1,1,80,0.04,96,72.67,4.86,0.21
1393,86,100,293.202987,1,1,86,0.02,98,43.5,4.87,0.22
1394,88,100,293.427867,1,1,88,0.04,96,72.57,8.66,0.21
1395,66,100,293.68069,1,1,66,0.02,98,115.59,1.89,0.21
1396,92,100,293.903933,1,3,92,0.03,97,85.01,9.51,0.24
1397,92,100,294.130176,1,2,92,0.01,99,36.66,5.94,0.21
1398,88,100,294.350817,1,1,88,0.01,99,53.62,9.79,0.21
1399,96,100,294.575129,1,3,96,0.01,99,38.15,14.69,0.21
1400,86,100,294.801867,1,3,86,0.01,99,54.26,8.59,0.21
1401,90,100,295.0222,1,3,90,0.02,98,96.35,6.96,0.21
1402,94,100,295.250916,1,2,94,0,100,49.57,10.15,0.21
1403,84,100,295.478023,1,1,84,0,100,59.25,9.37,0.21
1404,72,100,295.699969,1,2,72,0.01,99,61.84,5.07,0.21
1405,88,100,295.930451,1,3,88,0.03,97,72.56,3.55,0.2
1406,96,100,296.157516,1,1,96,0,100,37,9.99,0.21
1407,94,100,296.378463,1,3,94,0.02,98,43.07,6.55,0.21
1408,84,100,296.610729,-1,3,84,0,100,69.03,4.18,0.2
1409,98,100,296.836699,1,0,98,0,100,39.01,8.62,0.22
1410,100,100,297.056804,1,2,100,0,100,74.07,13.88,0.21
1411,96,100,297.289951,1,3,96,0.01,99,69.46,10.95,0.2
1412,88,100,297.51338,1,3,88,0.01,99,62.26,8.97,0.22
1413,94,100,297.73839,1,2,94,0.03,97,55.05,14.02,0.21
1414,96,100,297.962122,1,0,96,0.01,99,65.2,11.98,0.21
1415,78,100,298.18438,1,3,78,0.03,97,32.6,9.47,0.21
1416,84,100,298.407502,1,0,84,0.01,99,76.74,7.85,0.21
1417,90,100,298.634403,1,0,90,0.03,97,50.78,5.23,0.21
1418,86,100,298.860726,1,3,86,0.03,97,50.14,6.18,0.21
1419,84,100,299.082418,1,0,84,0.01,99,58.32,8.22,0.21
1420,80,100,299.327424,1,1,80,0.05,95,92.65,2.95,0.2
1421,78,100,299.548749,1,1,78,0.02,98,32.96,9.74,0.22
1422,94,100,299.781814,1,1,94,0.03,97,29.32,7.24,0.2
1423,70,100,300.013033,1,2,70,0.01,99,105.22,7.28,0.22
1424,100,100,300.237929,1,3,100,0,100,40.86,12.68,0.21
1425,94,100,300.456573,1,2,94,0.01,99,40.06,10.24,0.21
1426,66,100,300.706929,1,1,66,0.01,99,58.96,2.17,0.2
1427,86,100,300.933071,1,2,86,0.01,99,81.47,9.89,0.21
1428,92,100,301.153782,1,0,92,0.02,98,56.65,8.17,0.2
1429,80,100,301.373122,-1,3,80,0.01,99,57.64,8.15,0.2
1430,94,100,301.597236,1,2,94,0.02,98,65.14,5.29,0.2
1431,96,100,301.824245,1,2,96,0.01,99,75.14,4,0.21
1432,100,100,302.043042,1,1,100,0,100,43.45,10.22,0.21
1433,100,100,302.266067,1,1,100,0,100,88.79,10.44,0.2
1434,98,100,302.48652,1,2,98,0.01,99,100.42,10.73,0.21
1435,92,100,302.703822,1,1,92,0.01,99,62.99,10.79,0.2
1436,72,100,302.930845,1,1,72,0.03,97,66.18,6.69,0.2
1437,94,100,303.146878,1,0,94,0.02,98,79.23,12.51,0.21
1438,80,100,303.369725,1,1,80,0.03,97,58.81,5.31,0.2
1439,94,100,303.585308,1,2,94,0.01,99,51.88,15.03,0.21
1440,84,100,303.81251,1,0,84,0,100,62.6,6.57,0.2
1441,94,100,304.02755,1,3,94,0,100,39.87,9.29,0.21
1442,88,100,304.248432,1,3,88,0.05,95,81.75,4,0.2
1443,86,100,304.481878,1,3,86,0,100,47.8,5.12,0.21
1444,58,100,304.713993,1,0,58,0.01,99,86.25,3.3,0.21
1445,74,100,304.937346,1,2,74,0.02,98,49.48,3.59,0.21
1446,94,100,305.154006,1,0,94,0.01,99,40.78,9.68,0.21
1447,56,100,305.401581,1,1,56,0.01,99,76.1,1,0.2
1448,80,100,305.619624,1,1,80,0.03,97,47.14,9.46,0.23
1449,96,100,305.85956,1,2,96,0.01,99,71.38,6.29,0.2
1450,98,100,306.079929,1,3,98,0.01,99,66.11,12.69,0.22
1451,78,100,306.299031,1,1,78,0.01,99,54.48,4.77,0.21
1452,84,100,306.529088,1,3,84,0.01,99,42.95,8.71,0.2
1453,98,100,306.745977,1,3,98,0.01,99,65.32,10.64,0.21
1454,100,100,306.974163,1,1,100,0,100,55.7,10.26,0.2
1455,94,100,307.201703,1,3,94,0.01,99,60.37,10.3,0.21
1456,50,100,307.436421,1,3,50,0.01,99,78.57,1.37,0.21
1457,84,100,307.654737,1,0,84,0.03,97,31.13,10.16,0.22
1458,68,100,307.879144,1,3,68,0.01,99,52.54,3.31,0.2
1459,98,100,308.103533,1,2,98,0.01,99,87.64,13.61,0.21
1460,90,100,308.344049,1,3,90,0.01,99,75.38,3.26,0.21
1461,62,100,308.580891,1,3,62,0.03,97,50.63,6.31,0.22
1462,56,100,308.802495,1,2,56,0.01,99,41.5,1.79,0.22
1463,86,100,309.028606,1,2,86,0,100,73.81,6.28,0.21
1464,94,100,309.248949,1,3,94,0.02,98,40.71,10.79,0.21
1465,84,100,309.478798,1,0,84,0,100,73.06,9.4,0.2
1466,76,100,309.698259,1,2,76,0.01,99,81.22,4.32,0.21
1467,76,100,309.940341,1,0,76,0,100,44.88,4.04,0.2
1468,80,100,310.174244,1,2,80,0,100,36.93,10.64,0.23
1469,74,100,310.407514,1,2,74,0.03,97,40.42,2.14,0.22
1470,90,100,310.638652,1,0,90,0.01,99,27.26,11.61,0.22
1471,90,100,310.858194,1,1,90,0.02,98,65.69,10.47,0.21
1472,80,100,311.088592,1,1,80,0.03,97,14.92,5.35,0.2
1473,96,100,311.31305,1,0,96,0,100,60.42,15.28,0.21
1474,84,100,311.540407,1,1,84,0.03,97,87.93,2.12,0.21
1475,58,100,311.765661,-1,4,58,0.01,99,61.36,1.35,0.21
1476,50,100,311.990805,1,2,50,0.03,97,56.76,2.38,0.21
1477,86,100,312.2101,1,0,86,0.02,98,56.62,11.26,0.21
1478,88,100,312.428753,-1,0,88,0,100,63.74,11.57,0.2
1479,100,100,312.659631,1,0,100,0,100,57.05,11.51,0.2
1480,94,100,312.88241,1,3,94,0.02,98,46.33,13.65,0.21
1481,90,100,313.104256,1,3,90,0.02,98,50.55,9.66,0.21
1482,74,100,313.321388,1,3,74,0.02,98,70.88,7.18,0.21
1483,76,100,313.551956,1,4,76,0,100,66.11,4.7,0.2
1484,80,100,313.774335,1,2,80,0,100,54.27,8,0.21
1485,90,100,314.02756,1,3,90,0.04,96,159,3.53,0.2
1486,72,100,314.250282,-1,2,72,0.01,99,46.7,3.03,0.24
1487,82,100,314.463659,1,2,82,0,100,38.03,3.19,0.21
1488,58,100,314.687846,1,2,58,0.02,98,81.33,2.59,0.2
1489,86,100,314.907411,1,2,86,0.01,99,63.05,9.79,0.21
1490,46,100,315.144754,-1,1,46,0.05,95,91.89,2.54,0.2
1491,80,100,315.386991,1,3,80,0.02,98,40.78,5.86,0.22
1492,92,100,315.620673,1,2,92,0.01,99,71.65,5.62,0.22
1493,94,100,315.836914,1,0,94,0.03,97,57.56,11.55,0.22
1494,86,100,316.062832,1,3,86,0,100,84.09,10.32,0.2
1495,74,100,316.313034,1,2,74,0,100,47.98,6.77,0.21
1496,96,100,316.548442,1,2,96,0.01,99,76.82,13.98,0.23
1497,88,100,316.783602,1,0,88,0.01,99,60.27,10.55,0.22
1498,84,100,317.018928,1,3,84,0,100,32.65,5.65,0.22
1499,94,100,317.255375,1,3,94,0,100,59.68,9.35,0.22
1500,96,100,317.486495,1,3,96,0,100,95.42,13.54,0.22
1501,78,100,317.728175,1,1,78,0,100,69.47,3.73,0.22
1502,90,100,317.958695,1,3,90,0.02,98,53.49,12.45,0.22
1503,98,100,318.184168,1,0,98,0,100,31.18,10.91,0.21
1504,38,100,318.408253,1,3,38,0.04,96,85.71,1.27,0.21
1505,88,100,318.644167,1,0,88,0.01,99,50.87,5.53,0.21
1506,68,100,318.873887,1,1,68,0.01,99,37.97,2.31,0.22
1507,80,100,319.091856,1,3,80,0.02,98,52.55,4.1,0.21
1508,90,100,319.319856,1,2,90,0.01,99,44.2,8.3,0.2
1509,78,100,319.543392,1,3,78,0.01,99,32.92,2.92,0.21
1510,88,100,319.773979,1,0,88,0.01,99,55.2,6.77,0.21
1511,80,100,320.004848,1,2,80,0.01,99,67.96,2.76,0.21
1512,76,100,320.260822,1,1,76,0.04,96,126.95,2.17,0.21
1513,56,100,320.491632,1,3,56,0.04,96,64.5,2.25,0.24
1514,100,100,320.714586,1,1,100,0,100,91.06,7.64,0.21
1515,56,100,320.940794,-1,1,56,0.01,99,63.66,2.13,0.21
1516,72,100,321.162616,1,1,72,0.01,99,75.62,3.27,0.2
1517,76,100,321.38619,1,1,76,0.02,98,89.86,9.62,0.21
1518,84,100,321.599054,1,1,84,0,100,56.41,4.11,0.21
1519,84,100,321.828034,1,3,84,0.01,99,33.9,5.69,0.2
1520,100,100,322.052729,1,2,100,0,100,58.35,10.88,0.21
1521,96,100,322.275515,1,0,96,0,100,71.36,10.9,0.21
1522,88,100,322.489067,1,0,88,0.02,98,46.15,9.33,0.21
1523,92,100,322.711736,1,1,92,0,100,50.76,9.75,0.2
1524,78,100,322.934991,1,2,78,0,100,58.32,9.68,0.21
1525,88,100,323.150757,1,1,88,0.01,99,59.78,11.04,0.21
1526,86,100,323.376733,1,0,86,0,100,68.7,6,0.2
1527,90,100,323.604004,1,1,90,0,100,57.59,9.51,0.21
1528,70,100,323.823955,1,1,70,0.01,99,91.7,3.52,0.21
1529,100,100,324.042183,1,1,100,0,100,61.6,14.52,0.21
1530,98,100,324.261267,1,1,98,0.01,99,70.4,13.09,0.2
1531,96,100,324.482616,1,0,96,0,100,55.82,9.94,0.2
1532,100,100,324.701018,1,2,100,0,100,59.17,14.56,0.2
1533,98,100,324.918407,1,1,98,0.01,99,60.47,13.09,0.2
1534,94,100,325.134321,1,2,94,0.03,97,103.99,12.68,0.2
1535,90,100,325.353789,1,2,90,0,100,51.59,6.68,0.2
1536,98,100,325.579547,1,2,98,0.01,99,45.14,13.74,0.2
1537,86,100,325.820714,1,3,86,0.01,99,49.83,5.29,0.21
1538,98,100,326.060161,1,2,98,0.01,99,79.42,10.74,0.23
1539,88,100,326.275031,1,2,88,0,100,67,5.23,0.22
1540,84,100,326.507551,1,3,84,0.01,99,30.66,5,0.2
1541,88,100,326.728544,1,1,88,0,100,32.79,5.55,0.22
1542,100,100,326.949699,1,0,100,0,100,33.32,8,0.21
1543,92,100,327.172116,1,2,92,0.01,99,68.31,6.28,0.21
1544,90,100,327.393672,1,3,90,0.03,97,52.43,11.14,0.21
1545,94,100,327.622536,1,2,94,0.03,97,79.07,12.45,0.21
1546,94,100,327.840464,1,3,94,0,100,35.68,11.44,0.22
1547,64,100,328.076623,1,2,64,0.02,98,93.06,1.47,0.2
1548,94,100,328.289605,1,3,94,0.02,98,45.32,9.66,0.22
1549,90,100,328.512316,1,0,90,0.02,98,41.75,5.43,0.2
1550,100,100,328.73603,1,0,100,0,100,86.79,11.48,0.21
1551,100,100,328.968704,1,0,100,0,100,69.41,12.74,0.21
1552,86,100,329.18769,-1,1,86,0.03,97,80.27,4.48,0.22
1553,88,100,329.407027,1,3,88,0.01,99,66.25,11.41,0.2
1554,98,100,329.629207,1,1,98,0.01,99,42.92,11.82,0.2
1555,82,100,329.851732,1,0,82,0.02,98,68.28,8.61,0.21
1556,94,100,330.082635,1,1,94,0.02,98,64.58,7.34,0.21
1557,82,100,330.324413,1,1,82,0.01,99,45.02,4.34,0.22
1558,90,100,330.548054,1,1,90,0,100,77.58,6.46,0.22
1559,94,100,330.763374,1,1,94,0.03,97,63.87,14.68,0.21
1560,98,100,330.981863,1,1,98,0.01,99,58.45,13.21,0.2
1561,90,100,331.205434,1,0,90,0.01,99,49.28,5.05,0.2
1562,66,100,331.432606,1,1,66,0,100,41.88,1.67,0.21
1563,82,100,331.662291,1,1,82,0.01,99,58.72,7.69,0.21
1564,94,100,331.877466,1,0,94,0.01,99,40.64,11.69,0.22
1565,92,100,332.103388,1,0,92,0,100,68.22,6.36,0.2
1566,94,100,332.323584,1,0,94,0.01,99,40.72,11.13,0.21
1567,72,100,332.548127,-1,2,72,0,100,81.92,7.51,0.21
1568,92,100,332.764551,1,2,92,0.04,96,60.6,12.38,0.21
1569,78,100,332.986035,1,0,78,0.03,97,59.13,2.42,0.2
1570,90,100,333.213853,1,0,90,0.01,99,79.18,4.53,0.21
1571,96,100,333.434855,1,2,96,0,100,49.91,12.08,0.21
1572,78,100,333.657378,1,0,78,0,100,64.7,3.85,0.21
1573,96,100,333.88173,1,3,96,0.01,99,33.99,10.98,0.21
1574,100,100,334.12462,1,3,100,0,100,40.67,15.7,0.21
1575,76,100,334.331471,1,1,76,0.04,96,78.64,5.08,0.23
