episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
478,42.0,0.0,100.0,70.52,1.37,0.11
479,66.0,0.01,99.0,61.59,3.82,0.11
480,88.0,0.0,100.0,39.72,6.81,0.11
481,92.0,0.02,98.0,31.98,13.92,0.1
482,98.0,0.0,100.0,51.07,13.26,0.1
483,96.0,0.01,99.0,49.18,12.77,0.1
484,78.0,0.01,99.0,80.37,5.23,0.11
485,98.0,0.0,100.0,51.25,13.2,0.1
486,100.0,0.0,100.0,37.67,13.24,0.1
487,84.0,0.0,100.0,40.05,3.46,0.1
488,48.0,0.0,100.0,35.58,1.68,0.1
489,98.0,0.01,99.0,56.19,7.56,0.1
490,68.0,0.01,99.0,37.39,6.64,0.11
491,98.0,0.01,99.0,50.91,8.04,0.1
492,80.0,0.01,99.0,49.17,3.87,1.14
493,86.0,0.03,97.0,37.63,6.64,0.1
494,88.0,0.0,100.0,26.12,3.87,0.1
495,68.0,0.01,99.0,60.6,2.58,0.1
496,68.0,0.01,99.0,60.17,4.34,0.1
497,78.0,0.02,98.0,79.72,6.55,0.1
498,96.0,0.0,100.0,55.79,7.16,0.1
499,88.0,0.0,100.0,88.54,5.85,0.1
500,100.0,0.0,100.0,44.81,13.9,0.1
501,100.0,0.0,100.0,29.97,8.8,0.1
502,82.0,0.01,99.0,28.04,2.49,0.1
503,80.0,0.01,99.0,68.5,6.19,0.1
504,76.0,0.01,99.0,34.95,3.33,0.1
505,98.0,0.01,99.0,70.07,9.95,0.1
506,54.0,0.02,98.0,46.54,2.35,0.1
507,78.0,0.02,98.0,76.97,3.55,0.11
508,90.0,0.0,100.0,41.46,12.28,0.1
509,70.0,0.0,100.0,60.14,4.73,0.1
510,100.0,0.0,100.0,54.32,12.24,0.1
511,94.0,0.0,100.0,68.65,13.18,0.11
512,52.0,0.0,100.0,53.14,4.08,0.1
513,100.0,0.0,100.0,39.63,13.52,0.1
514,74.0,0.0,100.0,50.96,3.33,0.11
515,100.0,0.0,100.0,47.29,13.48,0.1
516,86.0,0.0,100.0,46.5,3.86,0.1
517,86.0,0.01,99.0,57.89,14.08,0.11
518,88.0,0.01,99.0,37.6,13.46,0.1
519,92.0,0.01,99.0,32.16,6.64,0.1
520,86.0,0.0,100.0,16.1,8.93,0.11
521,76.0,0.01,99.0,76.81,1.95,0.11
522,90.0,0.01,99.0,40.53,8.14,0.1
523,98.0,0.0,100.0,42.95,9.05,0.1
524,92.0,0.0,100.0,46.9,7.08,0.1
525,94.0,0.0,100.0,51.46,7.73,0.1
526,98.0,0.0,100.0,33.22,7.06,0.1
527,98.0,0.0,100.0,44.38,6.74,0.1
528,96.0,0.0,100.0,30.56,7.51,0.1
529,80.0,0.0,100.0,28.34,5.12,0.1
530,76.0,0.03,97.0,43.67,8.61,0.11
