episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,executionTime
101.0,64.0,0.17,83.0,54.94,0.32
102.0,58.0,0.12,88.0,67.73,0.3
102.0,46.0,0.13,87.0,98.38,0.3
102.0,-26.0,0.23,77.0,171.61,0.3
102.0,24.0,0.24,76.0,119.11,0.3
103.0,30.0,0.26,74.0,92.78,0.28
103.0,44.0,0.2,80.0,82.42,0.28
103.0,22.0,0.26,74.0,82.05,0.28
103.0,50.0,0.14,86.0,89.04,0.28
103.0,32.0,0.28,72.0,104.85,0.28
104.0,30.0,0.14,86.0,129.26,0.28
104.0,32.0,0.2,80.0,92.41,0.28
104.0,40.0,0.18,82.0,113.36,0.28
104.0,0.0,0.21,79.0,161.88,0.28
104.0,28.0,0.19,81.0,109.37,0.28
104.0,14.0,0.22,78.0,135.36,0.28
105.0,26.0,0.23,77.0,109.47,0.28
105.0,32.0,0.21,79.0,106.58,0.28
105.0,22.0,0.21,79.0,96.82,0.28
105.0,54.0,0.19,81.0,67.96,0.28
105.0,40.0,0.3,70.0,24.45,0.28
105.0,56.0,0.11,89.0,69.49,0.28
106.0,58.0,0.17,83.0,81.7,0.29
106.0,36.0,0.17,83.0,120.75,0.29
106.0,36.0,0.25,75.0,50.51,0.29
106.0,36.0,0.19,81.0,84.8,0.29
106.0,2.0,0.2,80.0,146.25,0.29
106.0,26.0,0.22,78.0,114.19,0.29
106.0,24.0,0.17,83.0,132.37,0.29
107.0,40.0,0.19,81.0,104.45,0.28
107.0,38.0,0.17,83.0,102.67,0.28
107.0,46.0,0.2,80.0,72.47,0.28
108.0,48.0,0.24,76.0,50.74,0.27
108.0,20.0,0.21,79.0,116.15,0.27
108.0,16.0,0.25,75.0,114.42,0.27
108.0,16.0,0.16,84.0,120.32,0.27
108.0,50.0,0.15,85.0,74.76,0.27
108.0,38.0,0.17,83.0,107.61,0.27
109.0,28.0,0.25,75.0,85.21,0.28
109.0,40.0,0.18,82.0,70.57,0.28
109.0,52.0,0.2,80.0,67.17,0.28
109.0,18.0,0.2,80.0,128.93,0.28
110.0,30.0,0.16,84.0,106.51,0.2811
110.0,44.0,0.18,82.0,73.26,0.27
110.0,36.0,0.21,79.0,119.23,0.27
110.0,60.0,0.17,83.0,50.01,0.27
111.0,32.0,0.19,81.0,93.2,0.28
111.0,50.0,0.18,82.0,71.06,0.28
111.0,44.0,0.2,80.0,84.04,0.28
111.0,54.0,0.15,85.0,68.27,0.28
111.0,62.0,0.14,86.0,44.02,0.28
112.0,36.0,0.21,79.0,88.95,0.29
112.0,36.0,0.24,76.0,100.94,0.29
112.0,20.0,0.18,82.0,130.71,0.29
113.0,40.0,0.19,81.0,98.01,0.29
113.0,8.0,0.17,83.0,167.21,0.29
113.0,30.0,0.25,75.0,90.38,0.29
113.0,34.0,0.22,78.0,97.12,0.29
114.0,28.0,0.27,73.0,99.42,0.27
114.0,60.0,0.13,87.0,64.47,0.27
114.0,32.0,0.23,77.0,75.14,0.27
114.0,34.0,0.21,79.0,93.61,0.27
115.0,26.0,0.23,77.0,91.68,0.27
115.0,40.0,0.2,80.0,94.5,0.28
115.0,22.0,0.21,79.0,96.04,0.27
115.0,52.0,0.2,80.0,62.18,0.27
115.0,42.0,0.26,74.0,50.13,0.27
116.0,52.0,0.21,79.0,31.76,0.27
1116.0,24.0,0.22,78.0,93.73,0.27
116.0,52.0,0.11,89.0,87.02,0.27
117.0,36.0,0.2,80.0,104.54,0.27
117.0,38.0,0.22,78.0,81.6,0.27
117.0,50.0,0.18,82.0,82.06,0.27
117.0,36.0,0.2,80.0,105.41,0.27
117.0,34.0,0.24,76.0,70.52,0.27
117.0,50.0,0.19,81.0,63.38,0.27
118.0,24.0,0.27,73.0,96.19,0.27
118.0,46.0,0.25,75.0,56.11,0.27
118.0,48.0,0.21,79.0,59.02,0.27
118.0,36.0,0.26,74.0,62.3,0.27
118.0,50.0,0.21,79.0,73.61,0.27
119.0,62.0,0.13,87.0,63.82,0.28
119.0,60.0,0.16,84.0,73.01,0.28
119.0,50.0,0.22,78.0,54.19,0.28
119.0,48.0,0.19,81.0,56.28,0.28
119.0,42.0,0.26,74.0,54.09,0.28
120.0,26.0,0.23,77.0,108.2,0.28
120.0,56.0,0.16,84.0,55.39,0.28
120.0,54.0,0.22,78.0,53.37,0.28
120.0,38.0,0.25,75.0,79.55,0.28
121.0,32.0,0.14,86.0,90.52,0.28
121.0,48.0,0.16,84.0,83.27,0.28
121.0,50.0,0.24,76.0,31.93,0.28
121.0,52.0,0.14,86.0,99.57,0.28
122.0,50.0,0.16,84.0,89.3,0.3
122.0,-12.0,0.33,67.0,158.06,0.3
123.0,-6.0,0.26,74.0,146.0,0.28
123.0,46.0,0.24,76.0,64.73,0.28
123.0,8.0,0.19,81.0,125.89,0.28
123.0,8.0,0.25,75.0,113.35,0.28
124.0,52.0,0.17,83.0,69.09,0.26
124.0,54.0,0.19,81.0,52.94,0.26
124.0,38.0,0.25,75.0,78.66,0.27
125.0,36.0,0.18,82.0,71.39,0.28
125.0,30.0,0.24,76.0,72.19,0.28
125.0,56.0,0.21,79.0,34.11,0.28
125.0,46.0,0.19,81.0,58.44,0.28
126.0,32.0,0.23,77.0,69.7,0.28
126.0,54.0,0.22,78.0,40.93,0.29
126.0,44.0,0.25,75.0,52.87,0.28
126.0,56.0,0.18,82.0,46.04,0.28
126.0,36.0,0.2,80.0,82.89,0.28
126.0,18.0,0.25,75.0,96.96,0.28
127.0,14.0,0.22,78.0,122.76,0.2812
127.0,60.0,0.16,84.0,49.68,0.28
127.0,46.0,0.19,81.0,91.78,0.28
127.0,24.0,0.2,80.0,116.08,0.28
127.0,-2.0,0.24,76.0,136.73,0.28
128.0,52.0,0.22,78.0,35.67,0.27
128.0,20.0,0.27,73.0,93.8,0.27
128.0,56.0,0.14,86.0,73.18,0.27
128.0,26.0,0.25,75.0,93.13,0.27
129.0,46.0,0.19,81.0,73.82,0.28
129.0,50.0,0.21,79.0,57.75,0.28
129.0,28.0,0.27,73.0,75.58,0.28
129.0,46.0,0.2,80.0,64.63,0.28
