episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
446,82.0,0.03,97.0,57.56,8.66,0.09
447,90.0,0.0,100.0,51.11,7.36,0.1
448,92.0,0.01,99.0,39.13,7.23,0.09
449,90.0,0.0,100.0,49.15,3.33,0.1
450,74.0,0.02,98.0,66.4,6.36,0.09
451,80.0,0.0,100.0,76.68,4.85,1.2
452,64.0,0.0,100.0,76.21,9.3,0.1
453,90.0,0.0,100.0,61.59,3.83,0.1
454,86.0,0.0,100.0,56.81,4.5,0.1
455,78.0,0.0,100.0,59.16,3.78,0.1
456,90.0,0.0,100.0,41.33,2.32,0.1
457,98.0,0.0,100.0,24.24,5.32,0.1
458,82.0,0.01,99.0,54.38,3.73,0.1
459,80.0,0.0,100.0,55.72,3.28,0.1
460,82.0,0.0,100.0,62.59,2.34,0.09
461,80.0,0.0,100.0,66.05,4.26,0.1
462,90.0,0.0,100.0,45.4,3.23,0.1
463,78.0,0.0,100.0,59.63,11.94,0.1
464,72.0,0.0,100.0,68.42,2.75,0.1
465,84.0,0.01,99.0,52.29,11.35,0.1
466,76.0,0.0,100.0,67.4,5.72,0.1
467,86.0,0.0,100.0,44.63,4.93,0.1
468,84.0,0.0,100.0,63.79,8.41,0.1
469,84.0,0.0,100.0,48.15,2.67,0.1
470,90.0,0.01,99.0,38.04,3.86,0.1
471,68.0,0.0,100.0,82.38,4.26,0.1
472,100.0,0.0,100.0,13.83,8.86,1.21
473,82.0,0.0,100.0,50.16,5.77,0.1
474,96.0,0.02,98.0,23.46,2.94,0.1
475,80.0,0.0,100.0,78.77,7.72,0.09
476,96.0,0.01,99.0,22.16,3.87,0.1
477,82.0,0.0,100.0,45.54,2.5,0.1
478,86.0,0.01,99.0,58.06,6.02,0.09
479,82.0,0.0,100.0,57.74,5.6,0.1
480,76.0,0.0,100.0,40.0,3.42,0.1
481,74.0,0.0,100.0,59.55,5.52,0.09
482,88.0,0.01,99.0,39.43,7.28,0.1
483,92.0,0.0,100.0,46.49,5.93,0.1
484,78.0,0.0,100.0,58.12,3.01,0.1
485,90.0,0.0,100.0,31.62,6.14,0.1
486,96.0,0.0,100.0,33.37,4.53,0.1
487,94.0,0.0,100.0,36.62,6.23,0.1
488,80.0,0.0,100.0,53.17,2.24,0.1
489,90.0,0.01,99.0,33.24,6.04,0.1
490,96.0,0.0,100.0,24.47,6.44,0.1
491,82.0,0.0,100.0,54.27,6.65,0.1
492,88.0,0.01,99.0,54.01,5.03,1.2
493,90.0,0.01,99.0,39.1,12.61,0.09
494,80.0,0.0,100.0,57.2,2.02,0.1
495,78.0,0.01,99.0,53.85,10.22,0.1
496,64.0,0.0,100.0,73.04,7.32,0.1
497,92.0,0.0,100.0,43.39,4.54,0.1
498,98.0,0.0,100.0,39.14,7.46,0.1
499,88.0,0.0,100.0,50.33,11.52,0.09
500,80.0,0.02,98.0,67.29,8.63,0.09
501,86.0,0.01,99.0,37.76,2.78,0.09
502,94.0,0.0,100.0,29.61,11.77,0.1
503,94.0,0.0,100.0,44.29,10.94,0.1
504,88.0,0.0,100.0,41.88,4.6,0.1
505,88.0,0.0,100.0,49.92,4.22,0.1
506,68.0,0.02,98.0,67.1,11.41,0.1
507,76.0,0.0,100.0,69.29,10.25,0.1
508,96.0,0.0,100.0,28.63,4.97,0.09
509,92.0,0.01,99.0,27.53,12.56,0.09
510,94.0,0.0,100.0,47.77,9.71,0.1
511,78.0,0.02,98.0,49.4,3.64,0.09
512,82.0,0.0,100.0,44.91,11.61,0.1
513,92.0,0.01,99.0,29.78,13.31,0.09
514,68.0,0.06,94.0,52.25,1.0,0.11
515,90.0,0.0,100.0,37.18,15.28,0.09
516,80.0,0.0,100.0,55.89,9.39,0.1
517,92.0,0.0,100.0,48.77,10.65,0.1
518,92.0,0.0,100.0,38.0,6.47,0.1
519,94.0,0.0,100.0,36.73,8.48,0.1
520,90.0,0.0,100.0,47.02,10.49,0.1
521,86.0,0.0,100.0,69.56,6.73,0.1
522,94.0,0.0,100.0,23.89,8.05,0.1
523,86.0,0.0,100.0,44.41,4.41,0.1
524,82.0,0.0,100.0,58.66,8.06,0.1
525,96.0,0.0,100.0,33.93,8.14,0.1
526,76.0,0.0,100.0,74.53,9.28,0.1
527,84.0,0.0,100.0,72.21,5.93,0.1
528,86.0,0.0,100.0,52.33,11.43,0.1
529,84.0,0.0,100.0,59.4,3.92,0.1
530,78.0,0.0,100.0,57.67,4.0,0.1
531,94.0,0.0,100.0,53.53,7.84,0.1
532,92.0,0.0,100.0,39.56,7.97,0.1
