episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
414,1347.0,0.03,97.0,30.49,2.08,0.12
415,1064.0,0.0,100.0,34.1,5.36,0.12
416,1006.0,0.29,71.0,65.81,1.42,0.11
417,818.0,0.22,78.0,46.12,5.23,0.12
418,1226.0,0.0,100.0,31.58,3.74,0.13
419,850.0,0.01,99.0,28.65,7.4,0.22
420,1323.0,0.03,97.0,40.3,2.33,0.15
421,1216.0,0.04,96.0,23.85,3.29,0.13
422,669.0,0.15,85.0,27.31,7.95,0.13
423,872.0,0.0,100.0,40.48,7.28,0.12
424,862.0,0.0,100.0,29.34,7.38,0.12
425,921.0,0.24,76.0,40.65,3.57,0.11
426,1068.0,0.0,100.0,14.44,5.32,0.14
427,940.0,0.2,80.0,42.63,4.0,0.13
428,1192.0,0.0,100.0,34.34,4.08,0.13
429,866.0,0.36,64.0,43.61,1.91,0.12
430,1314.0,0.04,96.0,27.43,2.27,0.12
431,1164.0,0.02,98.0,29.63,4.1,0.13
432,832.0,0.38,62.0,55.56,1.97,0.12
433,812.0,0.0,100.0,35.98,7.88,0.13
434,408.0,0.02,98.0,54.08,11.82,0.12
435,980.0,0.28,72.0,39.56,2.0,0.11
436,923.0,0.33,67.0,53.0,1.73,0.11
437,1213.0,0.01,99.0,33.89,3.74,0.12
438,1172.0,0.0,100.0,28.78,4.28,0.12
439,800.0,0.4,60.0,29.13,2.0,0.11
440,853.0,0.38,62.0,87.0,1.63,0.11
441,1004.0,0.31,69.0,58.11,1.0,0.12
442,1074.0,0.24,76.0,34.76,1.55,0.12
443,1117.0,0.22,78.0,51.82,1.4,0.12
444,1337.0,0.03,97.0,39.29,2.19,0.12
445,1210.0,0.0,100.0,15.09,3.9,0.11
446,1360.0,0.03,97.0,75.27,1.95,0.12
447,800.0,0.0,100.0,30.09,8.0,0.12
448,1319.0,0.03,97.0,44.67,2.37,0.12
449,952.0,0.31,69.0,48.25,1.75,0.12
450,696.0,0.0,100.0,56.5,9.04,0.12
451,1031.0,0.23,77.0,40.14,2.31,0.11
452,806.0,0.0,100.0,45.29,7.94,0.12
453,768.0,0.0,100.0,57.43,8.32,0.12
454,1198.0,0.0,100.0,18.91,4.02,0.12
455,1265.0,0.09,91.0,43.23,2.0,0.12
456,807.0,0.0,100.0,35.97,7.93,0.12
457,993.0,0.3,70.0,20.23,1.39,0.12
458,804.0,0.0,100.0,29.32,7.96,0.12
459,1200.0,0.0,100.0,29.75,4.0,0.12
460,8.0,0.0,100.0,20.85,15.92,0.12
461,792.0,0.0,100.0,25.19,8.08,0.11
462,1174.0,0.02,98.0,22.98,4.0,0.12
463,1014.0,0.3,70.0,78.27,1.09,0.11
464,813.0,0.0,100.0,34.24,7.87,0.12
465,1193.0,0.01,99.0,40.43,3.94,0.13
466,1193.0,0.01,99.0,29.32,3.94,0.12
467,1200.0,0.0,100.0,39.07,4.0,0.13
468,1200.0,0.0,100.0,16.65,4.0,0.12
469,149.0,0.01,99.0,37.2,14.48,0.11
470,528.0,0.0,100.0,32.32,10.72,0.12
471,993.0,0.27,73.0,37.51,2.03,0.11
472,1204.0,0.0,100.0,24.32,3.96,0.12
473,8.0,0.0,100.0,21.32,15.92,0.12
474,0.0,0.0,100.0,62.72,16.0,0.12
475,1076.0,0.0,100.0,50.28,5.24,0.12
476,960.0,0.0,100.0,49.63,6.4,0.12
477,776.0,0.0,100.0,37.39,8.24,0.12
478,0.0,0.0,100.0,43.58,16.0,0.12
479,989.0,0.31,69.0,39.99,1.22,0.11
480,1325.0,0.05,95.0,29.74,2.0,0.12
481,8.0,0.0,100.0,9.21,15.92,0.12
482,0.0,0.0,100.0,47.53,16.0,0.12
483,1313.0,0.05,95.0,23.01,2.13,0.12
484,1176.0,0.0,100.0,33.92,4.24,0.11
485,988.0,0.32,68.0,21.62,1.0,0.11
486,1200.0,0.0,100.0,23.18,4.0,0.12
487,1200.0,0.0,100.0,34.93,4.0,0.12
488,1370.0,0.02,98.0,21.67,2.0,0.13
489,1176.0,0.0,100.0,9.7,4.24,0.11
490,14.0,0.0,100.0,33.83,15.86,0.11
491,937.0,0.35,65.0,22.63,1.05,0.11
492,1330.0,0.04,96.0,60.82,2.1,0.12
493,1049.0,0.28,72.0,33.67,1.04,0.11
494,800.0,0.0,100.0,32.12,8.0,0.13
495,1385.0,0.01,99.0,24.77,2.0,0.12
496,306.0,0.02,98.0,58.76,12.86,0.12
497,1344.0,0.04,96.0,22.16,1.96,0.12
498,937.0,0.01,99.0,29.6,6.53,0.12
499,1318.0,0.02,98.0,54.1,2.53,0.12
500,724.0,0.41,59.0,32.98,3.03,0.12
501,1212.0,0.0,100.0,15.11,3.88,0.12
502,792.0,0.0,100.0,20.56,8.08,0.12
503,14.0,0.0,100.0,21.14,15.86,0.12
504,1188.0,0.0,100.0,14.27,4.12,0.12
505,978.0,0.02,98.0,25.96,6.0,0.11
506,876.0,0.39,61.0,30.15,1.0,0.11
507,940.0,0.35,65.0,53.65,1.0,0.11
508,864.0,0.0,100.0,45.98,7.36,0.12
509,1292.0,0.06,94.0,29.22,2.19,0.11
510,824.0,0.02,98.0,34.57,7.57,0.12
511,800.0,0.0,100.0,43.14,8.0,0.11
512,784.0,0.0,100.0,25.21,8.16,0.13
513,1081.0,0.26,74.0,49.1,1.04,0.12
514,15.0,0.0,100.0,21.5,15.85,0.13
515,960.0,0.3,70.0,46.27,1.86,0.11
516,16.0,0.0,100.0,21.07,15.84,0.11
517,360.0,0.0,100.0,26.92,12.4,0.12
518,1334.0,0.05,95.0,30.97,1.91,0.12
519,1092.0,0.0,100.0,32.63,5.08,0.11
520,946.0,0.25,75.0,46.47,3.05,0.12
521,1055.0,0.03,97.0,48.31,5.09,0.11
