episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,execution_time
702,376.56,100,140.862933,0,0,376.56,0.12,88,138,11.58,0.21
703,1156.48,100,141.089711,14,1,1156.48,0.11,89,77.32,2.88,0.22
704,852.5101,100,141.32296,4,4,852.51,0.09,91,45.58,6.53,0.21
705,1060.6399,100,141.532748,15,0,1060.64,0.11,89,82.9,3.96,0.22
706,832.17,100,141.796532,8,4,832.17,0.14,86,162.08,6.16,0.19
707,730,100,142.031959,8,0,730,0.04,96,93.41,8.35,0.25
708,1309.43,100,142.273858,12,1,1309.43,0.07,93,116.34,1.84,0.22
709,1298.8,100,142.501624,15,1,1298.8,0.02,98,66.56,2.73,0.23
710,783,100,142.721278,-1,5,783,0.09,91,94.21,7.3,0.21
711,1041.01,100,142.945846,8,3,1041.01,0.15,85,102.97,3.58,0.2
712,1087.4299,100,143.1959,15,2,1087.43,0.12,88,231.14,3.51,0.21
713,941,100,143.429212,12,2,941,0.07,93,116.9,5.81,0.23
714,1208.5701,100,143.662464,12,2,1208.57,0.06,94,70.55,3.08,0.21
715,1138,100,143.885064,14,1,1138,0.08,92,49.45,3.54,0.22
716,1101.27,100,144.112828,14,3,1101.27,0.08,92,62.21,3.94,0.21
717,869,100,144.371401,12,2,869,0.11,89,189.81,6.11,0.21
718,1189.63,100,144.599041,11,4,1189.63,0.08,92,57.77,2.98,0.24
719,1114.58,100,144.820848,14,1,1114.58,0.14,86,79.6,2.88,0.21
720,1069.5598,100,145.091726,13.5,4,1069.56,0.16,84,201,3.08,0.21
721,1040.84,100,145.308711,15,0,1040.84,0.07,93,36.96,4.73,0.25
722,848,100,145.523847,0,1,848,0.04,96,74.34,7.12,0.2
723,1067.8301,100,145.738816,15,1,1067.83,0.08,92,61.64,4.31,0.2
724,931.27,100,145.967924,12,3,931.27,0.05,95,38.98,6.14,0.2
725,1067.59,100,146.206499,8,0,1067.59,0.12,88,68.44,3.73,0.21
726,1113.6399,100,146.422171,14,2,1113.64,0.06,94,43.82,4.09,0.22
727,1075,100,146.658606,-1,5,1075,0.05,95,69.91,4.63,0.2
728,852.4099,100,146.914231,8.8,4,852.41,0.1,90,155.13,6.42,0.22
729,937.8399,100,147.164073,10,4,937.84,0.09,91,121.82,5.6,0.24
730,1017.66003,100,147.386439,14,3,1017.66,0.11,89,68.95,4.44,0.23
731,252,100,147.615932,0,1,252,0.12,88,100.79,13,0.21
732,1053.6799,100,147.864841,9.75,4,1053.68,0.1,90,181.58,4.18,0.21
733,940.26,100,148.091087,0,4,940.26,0.02,98,57.66,6.39,0.23
734,1164.91,100,148.333343,15,0,1164.91,0.04,96,130.27,3.82,0.21
735,1201.1099,100,148.545335,14,0,1201.11,0.11,89,41.57,2.38,0.23
736,1150.4698,100,148.812665,13.71,4,1150.47,0.18,82,154.88,1.75,0.2
737,809.72,100,149.03102,0,0,809.72,0.07,93,41.92,7.22,0.25
738,978.17,100,149.263397,0,1,978.17,0.06,94,88.72,5.53,0.2
739,1094.8999,100,149.485983,8,1,1094.9,0.11,89,73.32,3.57,0.22
740,885.67,100,149.70564,14,3,885.67,0.03,97,75.75,6.84,0.21
741,1198.47,100,149.937372,14,3,1198.47,0.06,94,59.66,3.19,0.2
742,1043,100,150.174646,14,2,1043,0.07,93,87.54,4.71,0.22
743,1071.78,100,150.409495,15,2,1071.78,0.02,98,59.66,5.04,0.22
744,1199.05,100,150.630704,15,2,1199.05,0.08,92,46.62,2.88,0.22
745,1264.6599,100,150.85166,14,0,1264.66,0.07,93,44.46,2.33,0.21
746,1165,100,151.108368,14,4,1165,0.15,85,184,2.12,0.21
747,699.5,100,151.332015,-1,5,699.5,0.1,90,34.48,8.12,0.24
748,1003.35986,100,151.587587,-1,5,1003.36,0.2,80,139.64,3.21,0.21
749,1179.29,100,151.809685,15,0,1179.29,0.07,93,52.12,3.24,0.24
750,1104.71,100,152.025149,14,0,1104.71,0.04,96,69.35,4.45,0.21
751,1032.54,100,152.264845,15,3,1032.54,0.07,93,62.86,4.82,0.2
752,951.4699,100,152.495236,15,1,951.47,0.02,98,72.16,6.27,0.22
753,1137,100,152.727983,14,0,1137,0.06,94,127.64,3.84,0.21
754,975.95,100,152.966774,0,1,975.95,0.05,95,40.84,5.67,0.21
755,1180.04,100,153.206162,14,0,1180.04,0.1,90,71.47,2.78,0.22
756,1206.3899,100,153.435662,14,3,1206.39,0.06,94,106.81,3.1,0.22
757,1199.3301,100,153.662927,15,1,1199.33,0.05,95,83.94,3.32,0.21
758,858,100,153.897125,12,2,858,0.06,94,76.87,6.81,0.21
759,1239.1799,100,154.10971,15,3,1239.18,0.09,91,35.39,2.28,0.22
760,1194.1699,100,154.340709,14,3,1194.17,0.05,95,48.45,3.38,0.2
761,793.61005,100,154.56561,0,0,793.61,0.04,96,65.05,7.69,0.21
762,614.2801,100,154.802541,1.14,4,614.28,0.03,97,46.32,9.64,0.21
763,1123,100,155.03369,8,4,1123,0.03,97,32.63,4.39,0.22
764,1056.94,100,155.262933,15,1,1056.94,0.06,94,48.17,4.69,0.21
765,1150.24,100,155.510524,12,1,1150.24,0.07,93,111.63,3.56,0.21
766,1150.49,100,155.779294,13.6,4,1150.49,0.13,87,170.15,2.63,0.23
767,751.62,100,156.00231,15,1,751.62,0.03,97,70.45,8.22,0.25
768,1204.01,100,156.261805,14.2,4,1204.01,0.14,86,205.63,1.84,0.21
769,1084.71,100,156.486687,15,0,1084.71,0.06,94,64.69,4.4,0.24
770,1136.47,100,156.712258,0,0,1136.47,0.04,96,38.13,4.12,0.21
771,1027.6499,100,156.976785,-1,4,1027.65,0.15,85,150.22,3.73,0.2
772,1200.86,100,157.2055,14,2,1200.86,0.08,92,47.58,2.86,0.25
773,1211,100,157.423901,14,0,1211,0.05,95,48.98,3.2,0.21
774,1173.3301,100,157.642874,14,2,1173.33,0.06,94,77.91,3.45,0.2
775,1272.1501,100,157.877921,15,1,1272.15,0.06,94,90.85,2.4,0.2
776,1007,100,158.093926,14,2,1007,0.07,93,37.25,5.1,0.22
777,957,100,158.309459,0,4,957,0.09,91,81.75,5.38,0.2
778,736,100,158.534148,-1,5,736,0.06,94,24.54,8.11,0.2
779,1232.9199,100,158.775499,15,3,1232.92,0.09,91,65.78,2.35,0.21
780,1139.9202,100,159.050485,15,1,1139.92,0.1,90,185.52,3.22,0.23
781,1005,100,159.290936,12,1,1005,0.05,95,152.12,5.37,0.26
782,941,100,159.538863,12,0,941,0.03,97,21.79,6.27,0.22
783,1219.36,100,159.760004,14,3,1219.36,0.05,95,57.54,3.11,0.23
784,1280,100,159.992449,14,1,1280,0.04,96,54.31,2.62,0.2
785,1080.14,100,160.212497,4.14,4,1080.14,0.03,97,83.86,4.83,0.21
786,1078.14,100,160.435342,14,1,1078.14,0.05,95,50.08,4.6,0.2
787,1144.2399,100,160.695394,14.14,4,1144.24,0.19,81,256.42,1.64,0.21
788,592.47,100,160.931095,2.67,4,592.47,0.07,93,53.8,9.55,0.25
789,878.01,100,161.162165,15,3,878.01,0.09,91,53.38,6.25,0.22
790,646.95,100,161.39833,8,0,646.95,0.1,90,78.55,8.7,0.22
791,1006.28,100,161.616548,15,1,1006.28,0.06,94,75.31,5.23,0.22
792,1268.0101,100,161.849801,15,2,1268.01,0.11,89,115.43,1.63,0.2
793,1296.1799,100,162.081135,15,2,1296.18,0.06,94,51.43,2.15,0.22
794,1203.72,100,162.298306,14,0,1203.72,0.1,90,55.3,2.51,0.22
795,1153.1699,100,162.534195,15,0,1153.17,0.07,93,60.02,3.53,0.2
796,1256,100,162.756316,14,0,1256,0,100,22.64,3.44,0.22
797,941.62994,100,162.995663,15,2,941.63,0.07,93,48.11,5.8,0.21
798,1006.36,100,163.253038,5.43,4,1006.36,0.02,98,31.01,5.71,0.22
799,1011,100,163.526679,12,3,1011,0.05,95,89.86,5.31,0.24
800,1131.1299,100,163.788566,-1,5,1131.13,0.03,97,62.31,4.31,0.24
801,1257.9601,100,164.038637,15,0,1257.96,0.04,96,71.62,2.85,0.24
802,1188.39,100,164.280092,2.14,4,1188.39,0.02,98,66.17,3.85,0.23
803,1344.93,100,164.50382,15,1,1344.93,0.06,94,55.53,1.63,0.23
804,801.23,100,164.743754,15,2,801.23,0.05,95,61.3,7.51,0.21
805,1234,100,164.977329,14,1,1234,0.04,96,65.56,3.1,0.22
806,1014.6,100,165.202637,8,2,1014.6,0.05,95,83.26,5.27,0.22
807,1133.47,100,165.429069,0,1,1133.47,0.03,97,49.3,4.28,0.21
808,1070,100,165.647035,14,1,1070,0.03,97,77.03,4.94,0.21
809,1116.14,100,165.868237,12,1,1116.14,0.06,94,59.37,4.06,0.2
810,1130.5701,100,166.092633,14,3,1130.57,0.03,97,43.78,4.31,0.2
811,248,100,166.338085,0,4,248,0.08,92,69.75,13.22,0.21
812,1294,100,166.580769,14,0,1294,0.06,94,113.47,2.17,0.23
813,1301.58,100,166.8188,15,1,1301.58,0.07,93,85.33,1.93,0.23
814,1026,100,167.043987,14,0,1026,0.08,92,39.53,4.76,0.22
815,1232.8301,100,167.268648,0,3,1232.83,0.01,99,61.45,3.54,0.21
816,1049.6,100,167.486131,12,2,1049.6,0.07,93,82.34,4.64,0.21
817,1243.3398,100,167.76463,15,4,1243.34,0.15,85,176.79,1.2,0.2
818,1350.35,100,168.006623,15,3,1350.35,0.02,98,57.24,2.2,0.26
819,758.64,100,168.246602,8,0,758.64,0.02,98,69.38,8.24,0.23
820,1124.2198,100,168.502827,13.6,4,1124.22,0.15,85,184.49,2.6,0.22
821,820.42993,100,168.724497,15,0,820.43,0.1,90,56.83,6.77,0.24
822,939.93,100,168.946333,14,3,939.93,0.03,97,56.29,6.28,0.2
823,1175.31,100,169.188851,15,1,1175.31,0.05,95,72.04,3.58,0.21
824,956.07,100,169.426093,12,0,956.07,0.02,98,49.52,6.22,0.22
825,897.26996,100,169.643745,12,0,897.27,0.07,93,92.47,6.28,0.22
826,1023,100,169.872148,12,3,1023,0.07,93,35.05,4.92,0.2
827,1269.54,100,170.102403,15,3,1269.54,0.04,96,42.32,2.73,0.2
828,1140.42,100,170.322335,14,1,1140.42,0.03,97,40.42,4.21,0.21
829,1101,100,170.542929,14,0,1101,0.03,97,45.51,4.62,0.2
830,997.67,100,170.768952,14,2,997.67,0.07,93,33.97,5.2,0.21
831,849.27997,100,171.004785,1.33,4,849.28,0.05,95,25.52,7.01,0.21
832,1120.1101,100,171.228317,15,1,1120.11,0.11,89,115.64,3.29,0.21
833,1002.7701,100,171.454505,15,2,1002.77,0.05,95,24.77,5.39,0.21
834,1251.3901,100,171.708496,14,1,1251.39,0.04,96,200.49,2.92,0.21
835,1140.7098,100,171.978635,12,2,1140.71,0.11,89,177.13,3.06,0.24
836,1146.6301,100,172.206035,9.4,4,1146.63,0.09,91,31.16,3.3,0.25
837,619,100,172.434689,0,4,619,0.05,95,84.27,9.43,0.21
838,441.12015,100,172.673266,-1,4,441.12,0.08,92,43.82,11.12,0.21
839,1113.16,100,172.92182,15,2,1113.16,0.06,94,123.21,4.09,0.22
840,1076,100,173.134709,12,3,1076,0.04,96,88.8,4.75,0.23
841,1212.97,100,173.354564,15,3,1212.97,0.1,90,61.36,2.41,0.2
842,1209.4098,100,173.63006,13.8,4,1209.41,0.15,85,149.97,1.6,0.2
843,1207.9001,100,173.909752,14.17,4,1207.9,0.16,84,208.81,1.43,0.26
844,1102.07,100,174.139743,15,3,1102.07,0.05,95,54.04,4.35,0.26
845,793.87,100,174.369471,15,2,793.87,0.04,96,67.28,7.69,0.21
846,656.28,100,174.603339,2.67,4,656.28,0.08,92,70.86,8.78,0.21
847,1080.9899,100,174.874348,12,1,1080.99,0.14,86,207.51,3.27,0.22
848,824,100,175.110903,12,0,824,0.04,96,75.99,7.38,0.26
849,1164.81,100,175.338121,12,1,1164.81,0.03,97,34.09,3.96,0.22
850,834,100,175.561882,14,1,834,0.06,94,58.39,7.06,0.21
851,1038.3799,100,175.84505,8,1,1038.38,0.14,86,101.37,3.76,0.21
852,1250.59,100,176.106998,14,2,1250.59,0.04,96,40.19,2.93,0.27
853,1053.6,100,176.349125,12,1,1053.6,0.04,96,49.19,4.98,0.24
854,1000.94,100,176.593379,15,3,1000.94,0.04,96,70.42,5.53,0.23
855,998.74,100,176.866985,15,1,998.74,0.03,97,86.62,5.67,0.23
856,974,100,177.089402,14,3,974,0.02,98,60.31,6.04,0.25
857,1200.98,100,177.344468,-1,5,1200.98,0.06,94,106.6,3.16,0.21
858,971.27,100,177.57333,8,1,971.27,0.01,99,82.33,6.18,0.24
859,1048,100,177.804552,14,2,1048,0.14,86,49.99,3.65,0.21
860,1098.6499,100,178.075907,5.83,4,1098.65,0.05,95,47.64,4.38,0.21
861,881.81,100,178.315822,14,2,881.81,0.02,98,64.16,6.98,0.25
862,1275.53,100,178.544645,15,0,1275.53,0.05,95,49.95,2.52,0.22
863,1262.3699,100,178.80958,15,1,1262.37,0.05,95,100.33,2.66,0.21
864,589.16003,100,179.053344,1.14,4,589.16,0.04,96,49.39,9.82,0.25
865,1148,100,179.313028,15,4,1148,0.22,78,195.11,1,0.23
866,1337.06,100,179.562061,15,1,1337.06,0.07,93,54.17,1.55,0.24
867,1292.0701,100,179.81819,-1,5,1292.07,0.06,94,58.08,2.19,0.23
868,741,100,180.074011,14,3,741,0.03,97,50.39,8.33,0.24
869,1114.41,100,180.379581,12,3,1114.41,0.03,97,52.32,4.48,0.24
870,1037,100,180.842262,14,2,1037,0.03,97,57.5,5.28,0.29
871,814,100,181.174136,8,4,814,0.1,90,194.19,6.84,0.44
872,994.0801,100,181.446905,15,0,994.08,0.03,97,52.75,5.72,0.31
873,1112.14,100,181.69628,14,1,1112.14,0.03,97,89.97,4.5,0.26
874,925,100,181.931784,14,2,925,0.03,97,98.89,6.43,0.23
875,1214.8401,100,182.166652,12,3,1214.84,0.06,94,46.3,3.01,0.21
876,1169.2898,100,182.432221,13.5,4,1169.29,0.13,87,171.28,2.41,0.22
877,939.93994,100,182.656536,12,3,939.94,0.04,96,37.02,6.17,0.25
878,1220.4,100,182.8782,15,3,1220.4,0,100,84.99,3.8,0.21
879,997.92993,100,183.100888,12,2,997.93,0.03,97,74.45,5.68,0.21
880,969.02,100,183.340842,15,3,969.02,0.02,98,36.86,6.09,0.21
881,906,100,183.574865,12,3,906,0.03,97,50.68,6.63,0.22
882,1151,100,183.797285,3,4,1151,0.07,93,32.22,3.55,0.21
883,931.28,100,184.007265,14,3,931.28,0.05,95,80.73,6.14,0.21
884,1020.4,100,184.241179,12,3,1020.4,0.01,99,75.61,5.68,0.19
885,675,100,184.463366,14,1,675,0.03,97,75.22,9.01,0.22
886,749.62,100,184.70107,2,4,749.62,0.04,96,44.54,8.15,0.21
887,943.95013,100,184.950441,8,1,943.95,0.12,88,180.18,5.14,0.22
888,1063.07,100,185.174927,8,2,1063.07,0.01,99,84.57,5.25,0.23
889,1134.3201,100,185.406082,15,3,1134.32,0.01,99,57.68,4.53,0.21
890,842.2999,100,185.642626,0,4,842.3,0.02,98,75.68,7.38,0.22
891,1099.26,100,185.91249,-1,4,1099.26,0.1,90,169.62,3.67,0.22
892,963.11005,100,186.138822,3,4,963.11,0.02,98,40.42,6.15,0.26
893,1218.8999,100,186.411497,12,1,1218.9,0.09,91,196.16,2.51,0.21
894,1159,100,186.636261,12,0,1159,0.05,95,73.45,3.75,0.26
895,871.3499,100,186.857076,4,4,871.35,0.04,96,40.01,6.88,0.21
896,1228,100,187.098202,12,3,1228,0.1,90,49.3,2.24,0.2
897,1290.8,100,187.330684,3.75,4,1290.8,0.01,99,74.37,2.95,0.22
898,893.17004,100,187.571269,8,3,893.17,0.05,95,83.37,6.55,0.21
899,998,100,187.831042,12,4,998,0.16,84,141.78,3.93,0.22
900,1296.0801,100,188.046318,15,2,1296.08,0.07,93,58.05,1.99,0.24
901,929.3901,100,188.314427,15,2,929.39,0.12,88,217.41,5.3,0.2
902,855.74,100,188.57449,-1,4,855.74,0.15,85,215.37,5.76,0.25
903,709,100,188.84924,8,4,709,0.11,89,247.17,7.91,0.24
904,1148.8003,100,189.124441,13.67,4,1148.8,0.13,87,191.34,2.64,0.26
905,1149.71,100,189.357806,6,4,1149.71,0.02,98,47.34,4.25,0.25
906,707,100,189.642828,8,4,707,0.11,89,252.78,7.93,0.22
907,1101.13,100,189.864184,8,3,1101.13,0.05,95,58.79,4.36,0.27
908,1088.9102,100,190.139968,-1,4,1088.91,0.19,81,241.08,2.32,0.21
909,686,100,190.40618,14,3,686,0.18,82,240.72,7.41,0.26
910,1115.36,100,190.632411,15,3,1115.36,0.01,99,59.78,4.72,0.25
911,1053.4099,100,190.852468,14,1,1053.41,0.06,94,48.95,4.73,0.21
912,1261.31,100,191.073399,14,0,1261.31,0.06,94,91.88,2.52,0.2
913,822.29004,100,191.321123,0,3,822.29,0.03,97,113.53,7.49,0.21
914,761.6099,100,191.588317,8,4,761.61,0.14,86,189.68,6.98,0.23
915,787.3,100,191.82092,15,0,787.3,0.04,96,80.57,7.76,0.25
916,814.86005,100,192.100791,9,4,814.86,0.14,86,225.5,6.36,0.22
917,385,100,192.345523,0,0,385,0.11,89,124.2,11.55,0.26
918,1142.47,100,192.574678,14,2,1142.47,0.03,97,42.28,4.19,0.23
919,772.37006,100,192.858273,8.8,4,772.37,0.16,84,231.6,6.61,0.21
920,707,100,193.120758,8,4,707,0.13,87,150.49,7.72,0.27
921,1021.86,100,193.387118,-1,4,1021.86,0.2,80,250.53,2.98,0.25
922,1227.14,100,193.616084,14,2,1227.14,0.01,99,85.65,3.59,0.25
923,869,100,193.866736,8,4,869,0.07,93,227.26,6.58,0.21
924,820.76,100,194.137656,15,3,820.76,0.14,86,155.37,6.29,0.23
925,1273.3301,100,194.422421,14.5,4,1273.33,0.1,90,192.17,1.74,0.25
926,1051.3601,100,194.667953,12,1,1051.36,0.05,95,120.63,4.88,0.27
927,1214.87,100,194.895761,12,3,1214.87,0.01,99,52.42,3.72,0.23
928,1000.95,100,195.124054,8,0,1000.95,0.03,97,35.51,5.65,0.21
929,1050.5199,100,195.37365,3.83,4,1050.52,0.03,97,45.35,5.14,0.21
930,559.72,100,195.624646,15,0,559.72,0.06,94,131.66,9.98,0.23
931,1101.28,100,195.854737,14,3,1101.28,0.03,97,50.97,4.62,0.23
932,870.33997,100,196.083038,12,1,870.34,0.04,96,111.96,6.89,0.21
933,384,100,196.334987,0,4,384,0.04,96,67.3,11.96,0.21
934,813.36,100,196.579893,2.5,4,813.36,0.01,99,58.14,7.77,0.24
935,679.41,100,196.854518,8,4,679.41,0.19,81,138.36,7.38,0.23
936,861.43994,100,197.099011,15,2,861.44,0.03,97,32.85,7.09,0.26
937,1376,100,197.32201,14,0,1376,0,100,41.51,2.24,0.23
938,1041.5001,100,197.563189,3.75,4,1041.5,0.01,99,59.05,5.47,0.21
939,104,100,197.801525,0,4,104,0.08,92,66,14.78,0.23
940,853.8101,100,198.081133,9,4,853.81,0.12,88,248.72,6.16,0.22
941,1098.88,100,198.324995,15,0,1098.88,0.13,87,79.44,3.22,0.26
942,809.05,100,198.578817,14,3,809.05,0.06,94,137.08,7.33,0.23
943,899.6198,100,198.839149,12.4,4,899.62,0.26,74,173.27,3.49,0.24
944,1129.22,100,199.080528,14,0,1129.22,0.01,99,29.69,4.58,0.25
945,839.22003,100,199.344173,9.2,4,839.22,0.12,88,175.16,6.33,0.22
946,839.3601,100,199.586622,8,2,839.36,0.06,94,135.12,7.01,0.25
947,1060.28,100,199.823059,0,2,1060.28,0.01,99,78.12,5.28,0.22
948,1172.22,100,200.093058,-1,4,1172.22,0.12,88,225.1,2.54,0.22
949,1065.96,100,200.359837,14,4,1065.96,0.2,80,164.12,2.43,0.26
950,854.81,100,200.632584,10,4,854.81,0.14,86,160.49,5.9,0.25
951,1196,100,200.857533,15,3,1196,0.01,99,34.36,3.91,0.26
952,1147.7999,100,201.151272,12.67,4,1147.8,0.08,92,140.27,3.44,0.21
953,1335.57,100,201.37323,14,2,1335.57,0.01,99,34.11,2.5,0.28
954,1215,100,201.601228,12,2,1215,0.02,98,41.82,3.58,0.21
955,836,100,201.870549,8,4,836,0.08,92,192.04,6.83,0.21
956,892.81,100,202.094788,14,1,892.81,0.03,97,70.39,6.76,0.25
957,962.8704,100,202.374178,-1,4,962.87,0.1,90,185.57,5.19,0.21
958,909.7702,100,202.646409,-1,4,909.77,0.16,84,169.71,4.98,0.26
959,698.41003,100,202.888262,0,2,698.41,0.07,93,28.16,8.41,0.26
960,1228.4102,100,203.173081,-1,4,1228.41,0.15,85,163.52,1.37,0.23
961,1216.53,100,203.39789,14,0,1216.53,0.01,99,55.96,3.7,0.27
962,790.34,100,203.678623,9,4,790.34,0.16,84,232.75,6.4,0.21
963,1161.07,100,203.901994,14,2,1161.07,0.03,97,35.59,4,0.26
964,477,100,204.149134,0,0,477,0.07,93,144.76,10.8,0.21
965,1355.5,100,204.379299,14,2,1355.5,0,100,51.13,2.44,0.23
966,758.48,100,204.617966,12,3,758.48,0.04,96,80.68,8.06,0.21
967,1269.5,100,204.845703,14,3,1269.5,0,100,54.58,3.31,0.22
968,1358,100,205.069721,14,0,1358,0.01,99,26.96,2.27,0.21
969,877.26996,100,205.308568,1.14,4,877.27,0.02,98,60.81,7.03,0.21
970,950.30005,100,205.541092,-1,5,950.3,0.06,94,36.23,5.83,0.22
971,751.9701,100,205.819273,9.5,4,751.97,0.2,80,123.1,6.35,0.22
972,779,100,206.060798,12,2,779,0.01,99,86.56,8.12,0.26
973,1202.1802,100,206.335538,14,2,1202.18,0.14,86,133.76,1.86,0.22
974,888.32996,100,206.616392,8.86,4,888.33,0.15,85,227.63,5.37,0.26
975,1145.4,100,206.851079,12,0,1145.4,0.03,97,85.69,4.16,0.26
976,207.87,100,207.128074,2,4,207.87,0.13,87,226.69,13.46,0.22
977,896.6,100,207.360721,8,2,896.6,0.03,97,66.82,6.73,0.26
978,-14,100,207.63445,-1,4,-14,0.14,86,279.5,16,0.22
979,438,100,207.892816,8,1,438,0.1,90,187.57,11.02,0.26
980,421,100,208.142856,0,3,421,0.03,97,177.96,11.63,0.24
981,753.61,100,208.383052,0,0,753.61,0,100,93.98,8.46,0.24
982,722,100,208.663485,8,4,722,0.12,88,237.74,7.66,0.22
983,691,100,208.946686,8,4,691,0.13,87,94.77,7.91,0.26
984,1175.3098,100,209.24094,14.2,4,1175.31,0.15,85,190.9,2,0.26
985,910.78,100,209.492048,12,2,910.78,0.06,94,139.16,6.25,0.28
986,1075.2504,100,209.792135,14.25,4,1075.25,0.21,79,231.51,2.12,0.23
987,1056.8099,100,210.083154,-1,4,1056.81,0.08,92,144.1,4.43,0.29
988,1387.64,100,210.350812,15,2,1387.64,0.03,97,48.92,1.66,0.27
989,1320.3301,100,210.601777,14,0,1320.33,0.02,98,44.62,2.51,0.24
990,1217,100,210.857337,14,2,1217,0.02,98,39.61,3.56,0.23
991,851.1701,100,211.161713,9.75,4,851.17,0.17,83,270.27,5.54,0.24
992,781.39,100,211.448782,15,2,781.39,0.16,84,231.43,6.51,0.29
993,1349.04,100,211.682069,15,3,1349.04,0,100,46.14,2.51,0.27
994,1184.4,100,211.976757,14,4,1184.4,0.14,86,152.25,2.07,0.22
995,1150.78,100,212.233165,15,2,1150.78,0.01,99,112.83,4.37,0.28
996,840.2801,100,212.526531,11,4,840.28,0.14,86,217.09,6.07,0.24
997,667,100,212.817295,8,4,667,0.18,82,227.16,7.65,0.28
998,966.36,100,213.066866,2.5,4,966.36,0.02,98,37.29,6.12,0.27
999,1006.63,100,213.300646,0,2,1006.63,0.02,98,84.13,5.71,0.23
1000,1042.19,100,213.578019,14.8,4,1042.19,0.26,74,200.69,1.57,0.22
1001,1211.28,100,213.824306,14,0,1211.28,0.06,94,88.05,3.05,0.26
1002,1159.14,100,214.053058,14,3,1159.14,0,100,85.6,4.41,0.23
1003,1269.07,100,214.339449,14,4,1269.07,0.09,91,205.67,1.96,0.21
1004,931.5101,100,214.589569,4,4,931.51,0.05,95,33.95,6.14,0.27
1005,1201.4299,100,214.829834,2,4,1201.43,0,100,42.09,3.99,0.23
1006,1107.7401,100,215.059904,6.17,4,1107.74,0.01,99,33.86,4.8,0.22
1007,1121,100,215.300602,14,3,1121,0.08,92,59.22,3.73,0.21
1008,886,100,215.563417,14,1,886,0.12,88,142.17,5.8,0.22
1009,1114.1597,100,215.825879,12.75,4,1114.16,0.16,84,197.28,2.55,0.25
1010,924.0801,100,216.076741,0,4,924.08,0.03,97,93.79,6.44,0.25
1011,611,100,216.34508,8,4,611,0.21,79,128.17,8,0.23
1012,1074.9198,100,216.626745,13,4,1074.92,0.13,87,245.32,3.5,0.25
1013,1143.52,100,216.869909,12,0,1143.52,0,100,59.34,4.56,0.27
1014,905.22,100,217.095464,12,1,905.22,0.02,98,54.59,6.74,0.23
1015,471.56003,100,217.355744,2.14,4,471.56,0.07,93,101.25,10.85,0.21
1016,1170.8201,100,217.639723,14.8,4,1170.82,0.18,82,102.68,1.5,0.24
1017,1151.0299,100,217.870975,15,1,1151.03,0.01,99,51.99,4.36,0.27
1018,989,100,218.104429,14,3,989,0.05,95,62.76,5.54,0.21
1019,-5,100,218.377877,0,4,-5,0.13,87,288.72,15.91,0.22
1020,1298.62,100,218.605768,14,1,1298.62,0.01,99,18.11,2.87,0.26
1021,661.95984,100,218.843634,-1,4,661.96,0.07,93,50.17,8.81,0.21
1022,963.77014,100,219.122135,10.33,4,963.77,0.11,89,117.25,5.05,0.22
1023,626,100,219.357553,14,1,626,0.04,96,44.9,9.44,0.26
1024,841.16,100,219.636309,9.5,4,841.16,0.12,88,185.64,6.31,0.22
1025,902.49005,100,219.866825,8,0,902.49,0.03,97,80.07,6.66,0.26
1026,794,100,220.112846,14,2,794,0.04,96,30.59,7.69,0.21
1027,895.42004,100,220.352346,15,2,895.42,0.04,96,113.3,6.63,0.23
1028,531,100,220.585759,8,2,531,0.05,95,76.63,10.36,0.22
1029,1042.56,100,220.850644,14,4,1042.56,0.24,76,262.57,1.97,0.22
1030,781.3999,100,221.126271,8.67,4,781.4,0.15,85,224.48,6.63,0.25
1031,1223.6,100,221.367018,15,2,1223.6,0.04,96,37.54,3.21,0.26
1032,1382.12,100,221.596724,15,3,1382.12,0.01,99,23.65,2.03,0.23
1033,838.6598,100,221.865177,9.5,4,838.66,0.15,85,170.53,5.96,0.21
1034,1082.7599,100,222.121941,15,1,1082.76,0.01,99,43.42,5.05,0.25
1035,1214,100,222.350013,15,2,1214,0,100,71.06,3.86,0.24
1036,1099.6,100,222.594139,15,0,1099.6,0.02,98,66.41,4.76,0.21
1037,1162.6499,100,222.87649,12.75,4,1162.65,0.1,90,132.18,2.97,0.23
1038,974.50995,100,223.160882,12,4,974.51,0.18,82,234.01,3.9,0.27
1039,1278.2999,100,223.401709,12,1,1278.3,0.04,96,86.74,2.64,0.27
1040,1094.87,100,223.630213,14,3,1094.87,0.01,99,51.82,4.93,0.22
1041,799.83997,100,223.906229,8.86,4,799.84,0.17,83,211.41,6.16,0.21
1042,1188.86,100,224.189643,-1,4,1188.86,0.14,86,233.86,2.01,0.26
1043,822.64,100,224.43039,15,3,822.64,0.03,97,57.19,7.49,0.26
1044,1200.4299,100,224.703865,14,4,1200.43,0.13,87,135.13,2.05,0.22
1045,192,100,224.948295,0,0,192,0.08,92,76.73,13.83,0.26
1046,1037.87,100,225.215527,15,3,1037.87,0.06,94,119.24,4.9,0.23
1047,1384.5502,100,225.448128,11.17,4,1384.55,0.01,99,70.11,2,0.25
1048,1019.57,100,225.688505,15,3,1019.57,0.03,97,45.65,5.46,0.22
1049,1402.17,100,225.92081,15,3,1402.17,0.02,98,50.15,1.67,0.22
